"","state_abbrev","district_code","bioname_107","bioname_108","bioname_109","bioname_110","bioname_111","bioname_112","bioname_113","bioname_114","bioname_115","bioname_116","bioname_117","party_code_107","party_code_108","party_code_109","party_code_110","party_code_111","party_code_112","party_code_113","party_code_114","party_code_115","party_code_116","party_code_117","nominate_dim1_107","nominate_dim1_108","nominate_dim1_109","nominate_dim1_110","nominate_dim1_111","nominate_dim1_112","nominate_dim1_113","nominate_dim1_114","nominate_dim1_115","nominate_dim1_116","nominate_dim1_117"
"384","TX",18,"JACKSON LEE, Sheila","JACKSON LEE, Sheila","JACKSON LEE, Sheila","JACKSON LEE, Sheila","JACKSON LEE, Sheila","JACKSON LEE, Sheila","JACKSON LEE, Sheila","JACKSON LEE, Sheila","JACKSON LEE, Sheila","JACKSON LEE, Sheila","JACKSON LEE, Sheila",100,100,100,100,100,100,100,100,100,100,100,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46,-0.46
"385","TX",25,"BENTSEN, Kenneth E., Jr.","BELL, Chris","DOGGETT, Lloyd Alton, II","DOGGETT, Lloyd Alton, II","DOGGETT, Lloyd Alton, II","DOGGETT, Lloyd Alton, II","WILLIAMS, Roger","WILLIAMS, Roger","WILLIAMS, Roger","WILLIAMS, Roger","WILLIAMS, Roger",100,100,100,100,100,100,200,200,200,200,200,-0.292,-0.342,-0.402,-0.402,-0.402,-0.402,0.585,0.585,0.585,0.585,0.585
"386","TX",1,"SANDLIN, Max A.","SANDLIN, Max A.","GOHMERT, Louie","GOHMERT, Louie","GOHMERT, Louie","GOHMERT, Louie","GOHMERT, Louie","GOHMERT, Louie","GOHMERT, Louie","GOHMERT, Louie","GOHMERT, Louie",100,100,200,200,200,200,200,200,200,200,200,-0.25,-0.25,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637,0.637
"387","TX",2,"TURNER, Jim","TURNER, Jim","POE, Ted","POE, Ted","POE, Ted","POE, Ted","POE, Ted","POE, Ted","POE, Ted","CRENSHAW, Daniel","CRENSHAW, Daniel",100,100,200,200,200,200,200,200,200,200,200,-0.185,-0.185,0.594,0.594,0.594,0.594,0.594,0.594,0.594,0.424,0.424
"388","TX",5,"SESSIONS, Pete","HENSARLING, Jeb","HENSARLING, Jeb","HENSARLING, Jeb","HENSARLING, Jeb","HENSARLING, Jeb","HENSARLING, Jeb","HENSARLING, Jeb","HENSARLING, Jeb","GOODEN, Lance","GOODEN, Lance",200,200,200,200,200,200,200,200,200,200,200,0.591,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.703,0.743,0.743
"389","TX",8,"BRADY, Kevin Patrick","BRADY, Kevin Patrick","BRADY, Kevin Patrick","BRADY, Kevin Patrick","BRADY, Kevin Patrick","BRADY, Kevin Patrick","BRADY, Kevin Patrick","BRADY, Kevin Patrick","BRADY, Kevin Patrick","BRADY, Kevin Patrick","BRADY, Kevin Patrick",200,200,200,200,200,200,200,200,200,200,200,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523,0.523
"390","TX",9,"LAMPSON, Nicholas V.","LAMPSON, Nicholas V.","GREEN, Al","GREEN, Al","GREEN, Al","GREEN, Al","GREEN, Al","GREEN, Al","GREEN, Al","GREEN, Al","GREEN, Al",100,100,100,100,100,100,100,100,100,100,100,-0.179,-0.179,-0.438,-0.438,-0.438,-0.438,-0.438,-0.438,-0.438,-0.438,-0.438
"391","TX",12,"GRANGER, Kay","GRANGER, Kay","GRANGER, Kay","GRANGER, Kay","GRANGER, Kay","GRANGER, Kay","GRANGER, Kay","GRANGER, Kay","GRANGER, Kay","GRANGER, Kay","GRANGER, Kay",200,200,200,200,200,200,200,200,200,200,200,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
"392","TX",15,"HINOJOSA, Rubén","HINOJOSA, Rubén","HINOJOSA, Rubén","HINOJOSA, Rubén","HINOJOSA, Rubén","HINOJOSA, Rubén","HINOJOSA, Rubén","HINOJOSA, Rubén","GONZALEZ, Vicente Jr.","GONZALEZ, Vicente Jr.","GONZALEZ, Vicente Jr.",100,100,100,100,100,100,100,100,100,100,100,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.34,-0.379,-0.379,-0.379
"393","TX",16,"REYES, Silvestre","REYES, Silvestre","REYES, Silvestre","REYES, Silvestre","REYES, Silvestre","REYES, Silvestre","O'ROURKE, Beto","O'ROURKE, Beto","O'ROURKE, Beto","ESCOBAR, Veronica","ESCOBAR, Veronica",100,100,100,100,100,100,100,100,100,100,100,-0.321,-0.321,-0.321,-0.321,-0.321,-0.321,-0.304,-0.304,-0.304,-0.397,-0.397
"394","TX",28,"RODRIGUEZ, Ciro D.","RODRIGUEZ, Ciro D.","CUELLAR, Henry","CUELLAR, Henry","CUELLAR, Henry","CUELLAR, Henry","CUELLAR, Henry","CUELLAR, Henry","CUELLAR, Henry","CUELLAR, Henry","CUELLAR, Henry",100,100,100,100,100,100,100,100,100,100,100,-0.349,-0.349,-0.228,-0.228,-0.228,-0.228,-0.228,-0.228,-0.228,-0.228,-0.228
"395","TX",20,"GONZALEZ, Charles A.","GONZALEZ, Charles A.","GONZALEZ, Charles A.","GONZALEZ, Charles A.","GONZALEZ, Charles A.","GONZALEZ, Charles A.","CASTRO, Joaquin","CASTRO, Joaquin","CASTRO, Joaquin","CASTRO, Joaquin","CASTRO, Joaquin",100,100,100,100,100,100,100,100,100,100,100,-0.347,-0.347,-0.347,-0.347,-0.347,-0.347,-0.401,-0.401,-0.401,-0.401,-0.401
"396","TX",23,"BONILLA, Henry","BONILLA, Henry","BONILLA, Henry","RODRIGUEZ, Ciro D.","RODRIGUEZ, Ciro D.","CANSECO, Francisco (Quico)","GALLEGO, Pete P.","HURD, William Ballard","HURD, William Ballard","HURD, William Ballard","GONZALES, Tony",200,200,200,100,100,200,100,200,200,200,200,0.4,0.4,0.4,-0.349,-0.349,0.571,-0.216,0.287,0.287,0.287,0.296
"397","TX",29,"GREEN, Raymond Eugene (Gene)","GREEN, Raymond Eugene (Gene)","GREEN, Raymond Eugene (Gene)","GREEN, Raymond Eugene (Gene)","GREEN, Raymond Eugene (Gene)","GREEN, Raymond Eugene (Gene)","GREEN, Raymond Eugene (Gene)","GREEN, Raymond Eugene (Gene)","GREEN, Raymond Eugene (Gene)","GARCIA, Sylvia","GARCIA, Sylvia",100,100,100,100,100,100,100,100,100,100,100,-0.324,-0.324,-0.324,-0.324,-0.324,-0.324,-0.324,-0.324,-0.324,-0.815,-0.815
"398","TX",30,"JOHNSON, Eddie Bernice","JOHNSON, Eddie Bernice","JOHNSON, Eddie Bernice","JOHNSON, Eddie Bernice","JOHNSON, Eddie Bernice","JOHNSON, Eddie Bernice","JOHNSON, Eddie Bernice","JOHNSON, Eddie Bernice","JOHNSON, Eddie Bernice","JOHNSON, Eddie Bernice","JOHNSON, Eddie Bernice",100,100,100,100,100,100,100,100,100,100,100,-0.485,-0.485,-0.485,-0.485,-0.485,-0.485,-0.485,-0.485,-0.485,-0.485,-0.485
"399","UT",1,"HANSEN, James Vear","BISHOP, Robert (Rob)","BISHOP, Robert (Rob)","BISHOP, Robert (Rob)","BISHOP, Robert (Rob)","BISHOP, Robert (Rob)","BISHOP, Robert (Rob)","BISHOP, Robert (Rob)","BISHOP, Robert (Rob)","BISHOP, Robert (Rob)","MOORE, Blake D.",200,200,200,200,200,200,200,200,200,200,200,0.496,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.537,0.35
"400","UT",2,"MATHESON, James David (Jim)","MATHESON, James David (Jim)","MATHESON, James David (Jim)","MATHESON, James David (Jim)","MATHESON, James David (Jim)","MATHESON, James David (Jim)","STEWART, Chris","STEWART, Chris","STEWART, Chris","STEWART, Chris","STEWART, Chris",100,100,100,100,100,100,200,200,200,200,200,-0.115,-0.115,-0.115,-0.115,-0.115,-0.115,0.517,0.517,0.517,0.517,0.517
"401","UT",3,"CANNON, Christopher B.","CANNON, Christopher B.","CANNON, Christopher B.","CANNON, Christopher B.","CHAFFETZ, Jason","CHAFFETZ, Jason","CHAFFETZ, Jason","CHAFFETZ, Jason","CHAFFETZ, Jason","CURTIS, John R.","CURTIS, John R.",200,200,200,200,200,200,200,200,200,200,200,0.596,0.596,0.596,0.596,0.647,0.647,0.647,0.647,0.647,0.499,0.499
"402","VT",1,"SANDERS, Bernard","SANDERS, Bernard","SANDERS, Bernard","WELCH, Peter","WELCH, Peter","WELCH, Peter","WELCH, Peter","WELCH, Peter","WELCH, Peter","WELCH, Peter","WELCH, Peter",328,328,328,100,100,100,100,100,100,100,100,-0.532,-0.532,-0.532,-0.408,-0.408,-0.408,-0.408,-0.408,-0.408,-0.408,-0.408
"403","VA",10,"WOLF, Frank Rudolph","WOLF, Frank Rudolph","WOLF, Frank Rudolph","WOLF, Frank Rudolph","WOLF, Frank Rudolph","WOLF, Frank Rudolph","WOLF, Frank Rudolph","COMSTOCK, Barbara J.","COMSTOCK, Barbara J.","WEXTON, Jennifer","WEXTON, Jennifer",200,200,200,200,200,200,200,200,200,100,100,0.284,0.284,0.284,0.284,0.284,0.284,0.284,0.276,0.276,-0.347,-0.347
"404","VA",9,"BOUCHER, Frederick C.","BOUCHER, Frederick C.","BOUCHER, Frederick C.","BOUCHER, Frederick C.","BOUCHER, Frederick C.","GRIFFITH, H. Morgan","GRIFFITH, H. Morgan","GRIFFITH, H. Morgan","GRIFFITH, H. Morgan","GRIFFITH, H. Morgan","GRIFFITH, H. Morgan",100,100,100,100,100,200,200,200,200,200,200,-0.265,-0.265,-0.265,-0.265,-0.265,0.54,0.54,0.54,0.54,0.54,0.54
"405","VA",4,"SISISKY, Norman","FORBES, J. Randy","FORBES, J. Randy","FORBES, J. Randy","FORBES, J. Randy","FORBES, J. Randy","FORBES, J. Randy","FORBES, J. Randy","MCEACHIN, Aston Donald","MCEACHIN, Aston Donald","MCEACHIN, Aston Donald",100,200,200,200,200,200,200,200,100,100,100,-0.122,0.407,0.407,0.407,0.407,0.407,0.407,0.407,-0.378,-0.378,-0.378
"406","VA",1,"DAVIS, Jo Ann","DAVIS, Jo Ann","DAVIS, Jo Ann","DAVIS, Jo Ann","WITTMAN, Robert J.","WITTMAN, Robert J.","WITTMAN, Robert J.","WITTMAN, Robert J.","WITTMAN, Robert J.","WITTMAN, Robert J.","WITTMAN, Robert J.",200,200,200,200,200,200,200,200,200,200,200,0.426,0.426,0.426,0.426,0.445,0.445,0.445,0.445,0.445,0.445,0.445
"407","VA",2,"SCHROCK, Edward","SCHROCK, Edward","DRAKE, Thelma D.","DRAKE, Thelma D.","NYE, Glenn C., III","RIGELL, E. Scott","RIGELL, E. Scott","RIGELL, E. Scott","TAYLOR, Scott William","LURIA, Elaine","LURIA, Elaine",200,200,200,200,100,200,200,200,200,100,100,0.451,0.451,0.402,0.402,-0.03,0.405,0.405,0.405,0.456,-0.196,-0.196
"408","VA",7,"CANTOR, Eric","CANTOR, Eric","CANTOR, Eric","CANTOR, Eric","CANTOR, Eric","CANTOR, Eric","CANTOR, Eric","BRAT, David A.","BRAT, David A.","SPANBERGER, Abigail","SPANBERGER, Abigail",200,200,200,200,200,200,200,200,200,100,100,0.518,0.518,0.518,0.518,0.518,0.518,0.518,0.829,0.829,-0.175,-0.175
"409","VA",8,"MORAN, James P.","MORAN, James P.","MORAN, James P.","MORAN, James P.","MORAN, James P.","MORAN, James P.","MORAN, James P.","BEYER, Donald Sternoff Jr.","BEYER, Donald Sternoff Jr.","BEYER, Donald Sternoff Jr.","BEYER, Donald Sternoff Jr.",100,100,100,100,100,100,100,100,100,100,100,-0.302,-0.302,-0.302,-0.302,-0.302,-0.302,-0.302,-0.386,-0.386,-0.386,-0.386
"410","VA",11,"DAVIS, Thomas M., III","DAVIS, Thomas M., III","DAVIS, Thomas M., III","DAVIS, Thomas M., III","CONNOLLY, Gerald E. (Gerry)","CONNOLLY, Gerald E. (Gerry)","CONNOLLY, Gerald E. (Gerry)","CONNOLLY, Gerald E. (Gerry)","CONNOLLY, Gerald E. (Gerry)","CONNOLLY, Gerald E. (Gerry)","CONNOLLY, Gerald E. (Gerry)",200,200,200,200,100,100,100,100,100,100,100,0.282,0.282,0.282,0.282,-0.306,-0.306,-0.306,-0.306,-0.306,-0.306,-0.306
"411","VA",3,"SCOTT, Robert C.","SCOTT, Robert C.","SCOTT, Robert C.","SCOTT, Robert C.","SCOTT, Robert C.","SCOTT, Robert C.","SCOTT, Robert C.","SCOTT, Robert C.","SCOTT, Robert C.","SCOTT, Robert C.","SCOTT, Robert C.",100,100,100,100,100,100,100,100,100,100,100,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45,-0.45
"412","VA",6,"GOODLATTE, Robert William","GOODLATTE, Robert William","GOODLATTE, Robert William","GOODLATTE, Robert William","GOODLATTE, Robert William","GOODLATTE, Robert William","GOODLATTE, Robert William","GOODLATTE, Robert William","GOODLATTE, Robert William","CLINE, Benjamin","CLINE, Benjamin",200,200,200,200,200,200,200,200,200,200,200,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.496,0.705,0.705
"413","VA",5,"GOODE, Virgil H., Jr.","GOODE, Virgil H., Jr.","GOODE, Virgil H., Jr.","GOODE, Virgil H., Jr.","PERRIELLO, Tom","HURT, Robert","HURT, Robert","HURT, Robert","GARRETT, Thomas Alexander Jr.","RIGGLEMAN, Denver","GOOD, Bob",200,200,200,200,100,200,200,200,200,200,200,0.439,0.439,0.439,0.439,-0.122,0.568,0.568,0.568,0.931,0.476,0.8
"414","WA",6,"DICKS, Norman DeValois","DICKS, Norman DeValois","DICKS, Norman DeValois","DICKS, Norman DeValois","DICKS, Norman DeValois","DICKS, Norman DeValois","KILMER, Derek","KILMER, Derek","KILMER, Derek","KILMER, Derek","KILMER, Derek",100,100,100,100,100,100,100,100,100,100,100,-0.312,-0.312,-0.312,-0.312,-0.312,-0.312,-0.31,-0.31,-0.31,-0.31,-0.31
"415","WA",7,"McDERMOTT, James A.","McDERMOTT, James A.","McDERMOTT, James A.","McDERMOTT, James A.","McDERMOTT, James A.","McDERMOTT, James A.","McDERMOTT, James A.","McDERMOTT, James A.","JAYAPAL, Pramila","JAYAPAL, Pramila","JAYAPAL, Pramila",100,100,100,100,100,100,100,100,100,100,100,-0.666,-0.666,-0.666,-0.666,-0.666,-0.666,-0.666,-0.666,-0.691,-0.691,-0.691
"416","WA",2,"LARSEN, Richard Ray (Rick)","LARSEN, Richard Ray (Rick)","LARSEN, Richard Ray (Rick)","LARSEN, Richard Ray (Rick)","LARSEN, Richard Ray (Rick)","LARSEN, Richard Ray (Rick)","LARSEN, Richard Ray (Rick)","LARSEN, Richard Ray (Rick)","LARSEN, Richard Ray (Rick)","LARSEN, Richard Ray (Rick)","LARSEN, Richard Ray (Rick)",100,100,100,100,100,100,100,100,100,100,100,-0.365,-0.365,-0.365,-0.365,-0.365,-0.365,-0.365,-0.365,-0.365,-0.365,-0.365
"417","WA",4,"HASTINGS, Richard Norman (Doc)","HASTINGS, Richard Norman (Doc)","HASTINGS, Richard Norman (Doc)","HASTINGS, Richard Norman (Doc)","HASTINGS, Richard Norman (Doc)","HASTINGS, Richard Norman (Doc)","HASTINGS, Richard Norman (Doc)","NEWHOUSE, Daniel Milton","NEWHOUSE, Daniel Milton","NEWHOUSE, Daniel Milton","NEWHOUSE, Daniel Milton",200,200,200,200,200,200,200,200,200,200,200,0.416,0.416,0.416,0.416,0.416,0.416,0.416,0.339,0.339,0.339,0.339
"418","WA",5,"NETHERCUTT, George R., Jr.","NETHERCUTT, George R., Jr.","McMORRIS RODGERS, Cathy","McMORRIS RODGERS, Cathy","McMORRIS RODGERS, Cathy","McMORRIS RODGERS, Cathy","McMORRIS RODGERS, Cathy","McMORRIS RODGERS, Cathy","McMORRIS RODGERS, Cathy","McMORRIS RODGERS, Cathy","McMORRIS RODGERS, Cathy",200,200,200,200,200,200,200,200,200,200,200,0.357,0.357,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424,0.424
"419","WA",9,"SMITH, Adam","SMITH, Adam","SMITH, Adam","SMITH, Adam","SMITH, Adam","SMITH, Adam","SMITH, Adam","SMITH, Adam","SMITH, Adam","SMITH, Adam","SMITH, Adam",100,100,100,100,100,100,100,100,100,100,100,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285,-0.285
"420","WA",1,"INSLEE, Jay Robert","INSLEE, Jay Robert","INSLEE, Jay Robert","INSLEE, Jay Robert","INSLEE, Jay Robert","INSLEE, Jay Robert","DelBENE, Suzan K.","DelBENE, Suzan K.","DelBENE, Suzan K.","DelBENE, Suzan K.","DelBENE, Suzan K.",100,100,100,100,100,100,100,100,100,100,100,-0.33,-0.33,-0.33,-0.33,-0.33,-0.33,-0.284,-0.284,-0.284,-0.284,-0.284
"421","WA",3,"BAIRD, Brian","BAIRD, Brian","BAIRD, Brian","BAIRD, Brian","BAIRD, Brian","HERRERA BEUTLER, Jaime","HERRERA BEUTLER, Jaime","HERRERA BEUTLER, Jaime","HERRERA BEUTLER, Jaime","HERRERA BEUTLER, Jaime","HERRERA BEUTLER, Jaime",100,100,100,100,100,200,200,200,200,200,200,-0.342,-0.342,-0.342,-0.342,-0.342,0.35,0.35,0.35,0.35,0.35,0.35
"422","WA",8,"DUNN, Jennifer Blackburn","DUNN, Jennifer Blackburn","REICHERT, David G.","REICHERT, David G.","REICHERT, David G.","REICHERT, David G.","REICHERT, David G.","REICHERT, David G.","REICHERT, David G.","SCHRIER, Kim","SCHRIER, Kim",200,200,200,200,200,200,200,200,200,100,100,0.384,0.384,0.224,0.224,0.224,0.224,0.224,0.224,0.224,-0.33,-0.33
"423","WV",3,"RAHALL, Nick Joe, II","RAHALL, Nick Joe, II","RAHALL, Nick Joe, II","RAHALL, Nick Joe, II","RAHALL, Nick Joe, II","RAHALL, Nick Joe, II","RAHALL, Nick Joe, II","JENKINS, Evan H.","JENKINS, Evan H.","MILLER, Carol","MILLER, Carol",100,100,100,100,100,100,100,200,200,200,200,-0.306,-0.306,-0.306,-0.306,-0.306,-0.306,-0.306,0.315,0.315,0.478,0.478
"424","WV",1,"MOLLOHAN, Alan Bowlby","MOLLOHAN, Alan Bowlby","MOLLOHAN, Alan Bowlby","MOLLOHAN, Alan Bowlby","MOLLOHAN, Alan Bowlby","McKINLEY, David","McKINLEY, David","McKINLEY, David","McKINLEY, David","McKINLEY, David","McKINLEY, David",100,100,100,100,100,200,200,200,200,200,200,-0.292,-0.292,-0.292,-0.292,-0.292,0.302,0.302,0.302,0.302,0.302,0.302
"425","WV",2,"CAPITO, Shelley Moore","CAPITO, Shelley Moore","CAPITO, Shelley Moore","CAPITO, Shelley Moore","CAPITO, Shelley Moore","CAPITO, Shelley Moore","CAPITO, Shelley Moore","MOONEY, Alex X.","MOONEY, Alex X.","MOONEY, Alex X.","MOONEY, Alex X.",200,200,200,200,200,200,200,200,200,200,200,0.27,0.27,0.27,0.27,0.27,0.27,0.27,0.571,0.571,0.571,0.571
"426","WI",7,"OBEY, David Ross","OBEY, David Ross","OBEY, David Ross","OBEY, David Ross","OBEY, David Ross","DUFFY, Sean","DUFFY, Sean","DUFFY, Sean","DUFFY, Sean","DUFFY, Sean","TIFFANY, Thomas P.",100,100,100,100,100,200,200,200,200,200,200,-0.45,-0.45,-0.45,-0.45,-0.45,0.511,0.511,0.511,0.511,0.511,0.633
"427","WI",9,"SENSENBRENNER, Frank James, Jr.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"428","WI",6,"PETRI, Thomas Evert","PETRI, Thomas Evert","PETRI, Thomas Evert","PETRI, Thomas Evert","PETRI, Thomas Evert","PETRI, Thomas Evert","PETRI, Thomas Evert","GROTHMAN, Glenn","GROTHMAN, Glenn","GROTHMAN, Glenn","GROTHMAN, Glenn",200,200,200,200,200,200,200,200,200,200,200,0.379,0.379,0.379,0.379,0.379,0.379,0.379,0.603,0.603,0.603,0.603
"429","WI",4,"KLECZKA, Gerald Daniel","KLECZKA, Gerald Daniel","MOORE, Gwendolynne S. (Gwen)","MOORE, Gwendolynne S. (Gwen)","MOORE, Gwendolynne S. (Gwen)","MOORE, Gwendolynne S. (Gwen)","MOORE, Gwendolynne S. (Gwen)","MOORE, Gwendolynne S. (Gwen)","MOORE, Gwendolynne S. (Gwen)","MOORE, Gwendolynne S. (Gwen)","MOORE, Gwendolynne S. (Gwen)",100,100,100,100,100,100,100,100,100,100,100,-0.322,-0.322,-0.528,-0.528,-0.528,-0.528,-0.528,-0.528,-0.528,-0.528,-0.528
"430","WI",3,"KIND, Ron","KIND, Ron","KIND, Ron","KIND, Ron","KIND, Ron","KIND, Ron","KIND, Ron","KIND, Ron","KIND, Ron","KIND, Ron","KIND, Ron",100,100,100,100,100,100,100,100,100,100,100,-0.261,-0.261,-0.261,-0.261,-0.261,-0.261,-0.261,-0.261,-0.261,-0.261,-0.261
"431","WI",1,"RYAN, Paul D.","RYAN, Paul D.","RYAN, Paul D.","RYAN, Paul D.","RYAN, Paul D.","RYAN, Paul D.","RYAN, Paul D.","RYAN, Paul D.","RYAN, Paul D.","STEIL, Bryan","STEIL, Bryan",200,200,200,200,200,200,200,200,200,200,200,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.556,0.424,0.424
"432","WI",2,"BALDWIN, Tammy","BALDWIN, Tammy","BALDWIN, Tammy","BALDWIN, Tammy","BALDWIN, Tammy","BALDWIN, Tammy","POCAN, Mark","POCAN, Mark","POCAN, Mark","POCAN, Mark","POCAN, Mark",100,100,100,100,100,100,100,100,100,100,100,-0.492,-0.492,-0.492,-0.492,-0.492,-0.492,-0.54,-0.54,-0.54,-0.54,-0.54
"433","WI",8,"GREEN, Mark","GREEN, Mark","GREEN, Mark","KAGEN, Steven","KAGEN, Steven","RIBBLE, Reid","RIBBLE, Reid","RIBBLE, Reid","GALLAGHER, Michael","GALLAGHER, Michael","GALLAGHER, Michael",200,200,200,100,100,200,200,200,200,200,200,0.456,0.456,0.456,-0.317,-0.317,0.603,0.603,0.603,0.444,0.444,0.444
"434","WI",5,"BARRETT, Thomas M.","SENSENBRENNER, Frank James, Jr.","SENSENBRENNER, Frank James, Jr.","SENSENBRENNER, Frank James, Jr.","SENSENBRENNER, Frank James, Jr.","SENSENBRENNER, Frank James, Jr.","SENSENBRENNER, Frank James, Jr.","SENSENBRENNER, Frank James, Jr.","SENSENBRENNER, Frank James, Jr.","SENSENBRENNER, Frank James, Jr.","FITZGERALD, Scott",100,200,200,200,200,200,200,200,200,200,200,-0.38,0.638,0.638,0.638,0.638,0.638,0.638,0.638,0.638,0.638,0.623
"435","WY",1,"CUBIN, Barbara L.","CUBIN, Barbara L.","CUBIN, Barbara L.","CUBIN, Barbara L.","LUMMIS, Cynthia M.","LUMMIS, Cynthia M.","LUMMIS, Cynthia M.","LUMMIS, Cynthia M.","CHENEY, Liz","CHENEY, Liz","CHENEY, Liz",200,200,200,200,200,200,200,200,200,200,200,0.501,0.501,0.501,0.501,0.683,0.683,0.683,0.683,0.467,0.467,0.467
"436","AZ",8,NA,"KOLBE, James Thomas","KOLBE, James Thomas","GIFFORDS, Gabrielle","GIFFORDS, Gabrielle","GIFFORDS, Gabrielle","FRANKS, Trent","FRANKS, Trent","FRANKS, Trent","LESKO, Debbie","LESKO, Debbie",NA,200,200,100,100,100,200,200,200,200,200,NA,0.351,0.351,-0.11,-0.11,-0.11,0.749,0.749,0.749,0.596,0.596
"437","AZ",7,NA,"GRIJALVA, Raúl M.","GRIJALVA, Raúl M.","GRIJALVA, Raúl M.","GRIJALVA, Raúl M.","GRIJALVA, Raúl M.","PASTOR, Ed","GALLEGO, Ruben","GALLEGO, Ruben","GALLEGO, Ruben","GALLEGO, Ruben",NA,100,100,100,100,100,100,100,100,100,100,NA,-0.598,-0.598,-0.598,-0.598,-0.598,-0.421,-0.449,-0.449,-0.449,-0.449
"438","CA",53,NA,"DAVIS, Susan A.","DAVIS, Susan A.","DAVIS, Susan A.","DAVIS, Susan A.","DAVIS, Susan A.","DAVIS, Susan A.","DAVIS, Susan A.","DAVIS, Susan A.","DAVIS, Susan A.","JACOBS, Sara",NA,100,100,100,100,100,100,100,100,100,100,NA,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.343,-0.353
"439","CO",7,NA,"BEAUPREZ, Bob","BEAUPREZ, Bob","PERLMUTTER, Ed","PERLMUTTER, Ed","PERLMUTTER, Ed","PERLMUTTER, Ed","PERLMUTTER, Ed","PERLMUTTER, Ed","PERLMUTTER, Ed","PERLMUTTER, Ed",NA,200,200,100,100,100,100,100,100,100,100,NA,0.523,0.523,-0.282,-0.282,-0.282,-0.282,-0.282,-0.282,-0.282,-0.282
"440","FL",24,NA,"FEENEY, Tom","FEENEY, Tom","FEENEY, Tom","KOSMAS, Suzanne M.","ADAMS, Sandra (Sandy)","WILSON, Frederica","WILSON, Frederica","WILSON, Frederica","WILSON, Frederica","WILSON, Frederica",NA,200,200,200,100,200,100,100,100,100,100,NA,0.641,0.641,0.641,-0.163,0.577,-0.478,-0.478,-0.478,-0.478,-0.478
"441","FL",25,NA,"DIAZ-BALART, Mario","DIAZ-BALART, Mario","DIAZ-BALART, Mario","DIAZ-BALART, Mario","RIVERA, David","DIAZ-BALART, Mario","DIAZ-BALART, Mario","DIAZ-BALART, Mario","DIAZ-BALART, Mario","DIAZ-BALART, Mario",NA,200,200,200,200,200,200,200,200,200,200,NA,0.282,0.282,0.282,0.282,0.257,0.282,0.282,0.282,0.282,0.282
"442","GA",12,NA,"BURNS, Max","BARROW, John","BARROW, John","BARROW, John","BARROW, John","BARROW, John","ALLEN, Rick W.","ALLEN, Rick W.","ALLEN, Rick W.","ALLEN, Rick W.",NA,200,100,100,100,100,100,200,200,200,200,NA,0.365,-0.119,-0.119,-0.119,-0.119,-0.119,0.695,0.695,0.695,0.695
"443","GA",13,NA,"SCOTT, David","SCOTT, David","SCOTT, David","SCOTT, David","SCOTT, David","SCOTT, David","SCOTT, David","SCOTT, David","SCOTT, David","SCOTT, David",NA,100,100,100,100,100,100,100,100,100,100,NA,-0.302,-0.302,-0.302,-0.302,-0.302,-0.302,-0.302,-0.302,-0.302,-0.302
"444","NV",3,NA,"PORTER, Jon C.","PORTER, Jon C.","PORTER, Jon C.","TITUS, Alice (Dina)","HECK, Joe","HECK, Joe","HECK, Joe","ROSEN, Jacklyn Sheryl","LEE, Susie","LEE, Susie",NA,200,200,200,100,200,200,200,100,100,100,NA,0.241,0.241,0.241,-0.304,0.324,0.324,0.324,-0.285,-0.285,-0.285
"445","NC",13,NA,"MILLER, Brad","MILLER, Brad","MILLER, Brad","MILLER, Brad","MILLER, Brad","HOLDING, George E.B.","HOLDING, George E.B.","BUDD, Theodore Paul","BUDD, Theodore Paul","BUDD, Theodore Paul",NA,100,100,100,100,100,200,200,200,200,200,NA,-0.376,-0.376,-0.376,-0.376,-0.376,0.604,0.604,0.668,0.668,0.668
"446","TX",31,NA,"CARTER, John R.","CARTER, John R.","CARTER, John R.","CARTER, John R.","CARTER, John R.","CARTER, John R.","CARTER, John R.","CARTER, John R.","CARTER, John R.","CARTER, John R.",NA,200,200,200,200,200,200,200,200,200,200,NA,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476,0.476
